NAME,URL,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,POWER,COMBAT,FULL_NAME,ALTER_EGOS,ALIASES,PLACE_OF_BIRTH,FIRST_APPEARANCE,CREATOR,ALIGNMENT,GENDER,RACE,HEIGHT,WEIGHT,EYE_COLOR,HAIR_COLOR,OCCUPATION,BASE,TEAM_AFFILIATION,RELATIVES,SKIN_COLOR,TOTAL_POWER
Kid Flash,/kid-flash/10-722/,65,5,95,45,20,30,Wallace Rudolph West,No alter egos found.,Kid Lantern,"Blue Valley, Nebraska","Flash #110 (January, 1960)",DC Comics,good,Male,Human,- : 0 cm,- lb : 0 kg,Green,Red,-,-,"Flash Family, Justice Legion Alpha, Formerly: Black Lantern Corps, Teen Titans West","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (uncle), Linda Park West (wife), Jai and Iris West (twin children)",,260
Kid Flash II,/kid-flash-ii/10-894/,70,45,100,65,80,65,Bartholomew Allen II,"Flash IV, Impulse",-,-,-,DC Comics,good,Male,-,- : 0 cm,- lb : 0 kg,-,-,-,-,"Flash Family, New Teen Titans",-,,425
Killer Croc,/killer-croc/10-723/,65,55,35,90,55,60,Waylon Jones,Killer Croc (DCEU),-,-,"Batman #357 (March, 1983)",DC Comics,bad,Male,Metahuman,8'0 : 244 cm,790 lb : 356 kg,Red,No Hair,-,Gotham City,"Secret Society of Super-Villains, Living Assault Weapons, Minutemen, Super Buddies, Suicide Squad, Formerly: The Society",-,Green,360
Killer Frost,/killer-frost/10-10508/,95,10,15,35,60,30,-,Killer Frost (CW),-,-,Fury of Firestorm: The Nuclear Men #19,DC Comics,bad,Female,Human,- : 0 cm,- lb : 0 kg,Blue,Blond,Scientist,Pittsburgh,"Justice Legion Alpha, Minutemen, Justice League of America, Formerly: Suicide Squad, The Society",-,Blue,245
Kilowog,/kilowog/10-1428/,95,90,55,45,100,80,-,No alter egos found.,"Kilo Wog, Green Lantern 674.1, Dark Lantern, The Green Lantern drill sergeant, ""Poozer"", Lantern",Bolovax Vik,"Green Lantern Corps #201 (June, 1986)",DC Comics,good,Male,Bolovaxian,7'8 : 234 cm,720 lb : 324 kg,Red,No Hair,-,"Oa, formerly Earth, Bolovax Vik",Green Lantern Corps,-,Pink,465
King Kong,/king-kong/10-10591/,80,100,75,75,50,75,-,No alter egos found.,"the 8th Wonder of the World, King of Skull Island",Skull Island,King Kong (1933),,good,Male,Animal,100'0 : 30.5 meters,"20000000 lb : 9,000 tons",Yellow,Black,-,Skull Island,No team connections added yet.,-,,455
King Shark,/king-shark/10-10512/,80,90,50,90,90,40,-,No alter egos found.,-,-,Superboy Vol 4 #0,DC Comics,bad,Male,Animal,- : 0 cm,- lb : 0 kg,Black,No Hair,Professional Criminal,"Honolulu, Hawaii","Living Assault Weapons, Minutemen, Formerly: Secret Society of Super-Villains, Suicide Squad, Secret Six",-,,440
Kingpin,/kingpin/10-623/,90,20,25,40,15,70,Wilson Grant Fisk,Kingpin (MCU),"The Brain Washer, Harold Howard, Wilbur",New York City area,"Amazing Spider-Man #50 (July, 1967)",Marvel Comics,bad,Male,Human,6'7 : 201 cm,450 lb : 203 kg,Blue,No Hair,"Criminal organizer and mastermind, president and owner of legitimate businesses","A penthouse in New York City; formerly Fisk Tower in New York City, a mansion in Westchester County, Las Vegas.","Assassin's Guild (Leader), The Hand (Leader), Superiour Six (Leader), Sinister Seven (Leader), Secret Empire (Leader)","Anatoly Fyskov (ancestor); Vanessa Fisk (wife, deceased); Rose (Richard Fisk) (son, deceased);",,260
Klaw,/klaw/10-1539/,85,40,35,100,65,60,Ulysses Klaw,No alter egos found.,-,"Vlaardingen, Netherlands","Fantastic Four #53 (August, 1966)",Marvel Comics,bad,Male,Human,6'2 : 188 cm,216 lb : 97 kg,Red,No Hair,"Criminal, former Scientist",-,"Masters of Evil, Formerly: Frightful Four",-,Red,385
Kratos,/kratos/10-11196/,80,95,65,95,100,100,-,No alter egos found.,"The Ghost of Sparta, The God of War, Champion of Ares, Cratos",-,God of War (2005 video game),Wildstorm,good,Male,Demi-God,6'6 : 198 cm,240 lb : 108 kg,-,-,-,-,No team connections added yet.,-,,535
Kraven II,/kraven-ii/10-1034/,80,35,25,30,45,85,Alyosha Kravinoff,No alter egos found.,-,-,Spectacular Spider-Man #243 (1997),Marvel Comics,bad,Male,Human,6'3 : 191 cm,220 lb : 99 kg,Brown,Black,-,-,No team connections added yet.,"Sergei Kravinoff (Kraven the Hunter, father, deceased), unidentified mother, Vladimir Kravinoff (Grim Hunter, half-brother, deceased), Nedrocci Tannengarden (half-brother, deceased), Dmitri Smerdyakov",,300
Kraven the Hunter,/kraven-the-hunter/10-1033/,85,35,35,45,25,85,Sergei Kravinoff,No alter egos found.,"Kraven the Hunter, World's Greatest Hunter, the Grim Hunter","Volgograd (formerly Stalingrad), Russia",The Amazing Spider-Man #15 (1964),Marvel Comics,bad,Male,Human,6'0 : 183 cm,235 lb : 106 kg,Brown,Black,"Professional game hunter, mercenary",-,"The FIRM, X-Terminators, A.R.M.O.R., Secret Empire, Sinister Six","Nikolai & Anna Makarova Kravinoff (parents, deceased), Dmitri Smerdyakov (Chameleon, half-brother), Vladimir Kravinoff (Grim Hunter, son, deceased), Aloysha ""Al"" Kravinoff (Kraven II, son), Ned Tannengarden (son, deceased)",,310
Krypto,/krypto/10-725/,55,80,100,90,85,40,Krypto the Superdog,No alter egos found.,-,-,"Adventure Comics #210 (March, 1955)",DC Comics,good,Male,Kryptonian,0'25 : 64 cm,40 lb : 18 kg,Blue,White,-,"Smallville, Kansas",No team connections added yet.,-,,450
Kylo Ren,/kylo-ren/10-10559/,80,45,35,30,100,70,-,No alter egos found.,-,-,Star Wars: Episode VII - The Force Awakens (2015),George Lucas,bad,Male,Human,- : 0 cm,- lb : 0 kg,-,-,-,-,Formerly: Jedi Order,"Han Solo (Father), Princess Leia (Mother), Luke Skywalker (Uncle)",,360
Lady Bullseye,/lady-bullseye/10-1170/,90,75,80,80,75,100,-,No alter egos found.,-,-,-,Marvel Comics,bad,Female,-,- : 0 cm,- lb : 0 kg,-,Black,-,-,No team connections added yet.,-,,500
Lady Deathstrike,/lady-deathstrike/10-810/,85,30,45,85,50,90,Yuriko Oyama,No alter egos found.,Ana Cortes,"Osaka, Japan",Alpha Flight Vol. 1 #33 (1985),Marvel Comics,bad,Female,Cyborg,5'9 : 175 cm,128 lb : 58 kg,Brown,Black,-,-,The Hand,"Kenji Oyama (Lord Dark Wind, father, deceased), two unnamed brothers (deceased)",,385
Leader,/leader/10-885/,100,10,15,15,60,45,Samuel Sterns,No alter egos found.,-,"Boise, Idaho",-,Marvel Comics,bad,Male,-,5'10 : 178 cm,140 lb : 63 kg,Green,No Hair,-,-,Superiour Six (Leader),-,,245
Leech,/leech/10-834/,65,5,15,15,65,15,-,No alter egos found.,-,-,Uncanny X-Men #179,Marvel Comics,good,Male,-,- : 0 cm,- lb : 0 kg,-,-,"Survivor, former student",-,"Future Foundation, Formerly: X-Factor, Generation X, X-Men","Annalee (foster mother, deceased)",,180
Legion,/legion/10-10651/,80,100,45,30,100,75,David Charles Haller,No alter egos found.,"Jack Wayne, Cyndi, Jemail Karami, Daniel Lucas Haller, Daniel Haller, Rodney, Ian, Lucas, Fanya, Boris, Zachary, Sylvester, God-Mutant",Israel,"New Mutants #25 (March, 1985)",Marvel Comics,good,Male,Mutant,5'9 : 175 cm,130 lb : 59 kg,Green / Blue,Black,"Adventurer, Student","formerly Ruth Aldine's mind, Utopia, San Francisco Bay, California; Westcliffe, Colorado; ""No-Time""; Moira MacTaggart's Mutant Research Center, Muir Island, off the coast of Scotland; Haifa; Paris, France","Formerly: X-Men, Muir Island X-Men","Charles Graymalkin (paternal collateral ancestor), Marcia Graymalkin (paternal collateral ancestor), Jonas Graymalkin (paternal collateral ancestor), Brian Xavier (paternal grandfather), Sharon Xavier (paternal grandmother), Kurt Marko (paternal step-grandfather), Cain Marko (paternal step-uncle), Cassandra Nova Xavier (paternal aunt), Charles Xavier (father), Gabrielle Haller (mother), Daniel Shomron (stepfather), Xavier Family (paternal relatives), Ruth Aldine (lover/current body)",,430
Leonardo,/leonardo/10-10327/,90,20,50,65,60,80,-,No alter egos found.,"Leo, Ghost of the Jungle, Splinter Jr.",-,Teenage Mutant Ninja Turtles #1,IDW Publishing,good,Male,Mutant,- : 0 cm,- lb : 0 kg,Blue,No Hair,Ninja,"New York, New York",Teenage Mutant Ninja Turtles (Leader),"Donatello (brother), Michelangelo (brother), Raphael (brother)",Green,365
Lex Luthor,/lex-luthor/10-727/,100,55,25,65,70,70,Alexander 'Lex' Joseph Luthor,No alter egos found.,-,-,Action Comics #23,DC Comics,bad,Male,Human,6'2 : 188 cm,210 lb : 95 kg,Green,No Hair,Owner of LexCorp,-,"The Society (Leader), Formerly: Justice League of America, Secret Six","Casey and Elaine Griggs (foster parents, deceased),Lena Luthor (sister pre-Crisis; daughter post-Crisis),Elizabeth Perske (ex-wife),Perry J. White Jr. (son, deceased),Contessa Erica Alexandra del Portenza (wife, assumed deceased)",,385
Lightning Lad,/lightning-lad/10-1177/,75,10,25,30,60,45,Garth Ranzz,No alter egos found.,"Lightning Boy, Live Wire",-,Teen Titans/Legion Special #1,DC Comics,good,Male,-,5'1 : 155 cm,145 lb : 65 kg,Blue,Red,Legionnaire,"Earth, 31st century",Legion of Super-Heroes,-,,245
Light Lass,/light-lass/10-1178/,75,10,35,30,70,45,Ayla Ranzz,No alter egos found.,-,-,Teen Titans/Legion Special #1,DC Comics,good,Female,-,5'5 : 165 cm,120 lb : 54 kg,Blue,Red,-,United Planets,Legion of Super-Heroes,"Unnamd parents, Garth Ranzz (Lightning Lad, twin brother); Mekt Ranzz (older brother)",,265
Lightning Lord,/lightning-lord/10-1179/,75,10,25,45,70,45,Mekt Ranzz,No alter egos found.,-,-,Supergirl and the Legion of Super-Heroes #25 (Feb. 2007),DC Comics,bad,Male,-,6'3 : 191 cm,210 lb : 95 kg,Blue,Red,-,-,No team connections added yet.,-,,270
Living Brain,/living-brain/10-1037/,90,55,35,60,35,30,-,No alter egos found.,-,-,Amazing Spider-Man #8 (1964),Marvel Comics,bad,-,-,6'6 : 198 cm,800 lb : 360 kg,Yellow,-,Robot,-,No team connections added yet.,-,,305
Living Tribunal,/living-tribunal/10-10523/,100,100,100,100,100,30,-,No alter egos found.,"Living Trinity, Magistrate, High Judge of The Multiverse, Sir",-,Strange Tales #157,Marvel Comics,neutral,-,Cosmic Entity,- : 0 cm,- lb : 0 kg,Blue,No Hair,-,-,No team connections added yet.,One-Above-All (creator),Gold,530
Liz Sherman,/liz-sherman/10-868/,55,35,30,45,75,50,Elizabeth Anne Sherman,No alter egos found.,-,-,-,Dark Horse Comics,good,Female,-,- : 0 cm,- lb : 0 kg,-,-,-,-,Bureau for Paranormal Research and Defense,-,,290
Lizard,/lizard/10-11/,80,55,60,70,80,60,Curtis Connors,The Lizard (SONY),-,"Coral Gables, Florida",Amazing Spider-Man #6,Marvel Comics,bad,Male,Human,6'8 : 203 cm,510 lb : 230 kg,Red,No Hair,Research biologist,Florida,"The FIRM, Secret Empire, Formerly: Sinister Twelve","Martha (wife, deceased), Billy (son), unnamed sister",,405
Lobo,/lobo/10-1127/,100,100,55,100,100,85,-,No alter egos found.,"The Main Man, The 'Bo, Master Frag, Mister Machete, Popebo; He-Who-Devours-Your-Entrails-And-Thoroughly-Enjoys-It",-,Omega Men # 3,DC Comics,neutral,Male,Czarnian,7'6 : 229 cm,640 lb : 288 kg,Red,Black,"Assassin, Bounty Hunter, Priest",Mobile throughout several galaxies,"Justice League Elite, Justice League of America, Formerly: LEGION, First Celestial Church of the Triple Fish-God, Red Lantern Corps",Slobo (clone),Blue-White,540
Loki,/loki/10-928/,95,65,50,85,100,60,Loki Laufeyson,"Loki (MCU), Loki (Sorceror Supreme), Worthy Loki","God of Mischief, Gem-Keeper, Walter Lawson, Lester, Loren Olsen, Tyfon, Father Williams, Willie, Tso Zhung; has also impersonated hundreds of others.","Jotunheim, Asgard",Journey into Mystery Vol. 1 #85,Marvel Comics,bad,Male,Asgardian,6'4 : 193 cm,525 lb : 236 kg,Green,Black,God of evil; former god of mischief and madness,Asgard,"Thor Corps, Formerly: S.H.I.E.L.D., Masters of Evil","Laufey (father, deceased), Farbauti (mother, deceased), Sigyn (wife, deceased), Odin (foster father, deceased), Frigga (foster mother, deceased), Thor, Vidar (foster brothers, deceased), Hela,Fenris (Wolf), Jordmungand (Midgard Serpent) (children, deceased), Arkin (cousin, deceased)",,455
Longshot,/longshot/10-1531/,80,10,30,10,75,70,-,No alter egos found.,"The Lost Messiah, The Lucky One",-,"Longshot #1 (September, 1985)",Marvel Comics,good,Male,Human,6'2 : 188 cm,80 lb : 36 kg,Blue,Blond,"freedom fighter, stuntman rebel, adventurer","X-Factor Investigations Headquarters, New York City, New York; formerly Detroit, Michigan; mobile; Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York; Mojoverse; Cooterman's Creek, Australian Outback, Australia; Alcatraz I",Formerly: X-Men,"Arize (creator), Alison Blaire (Dazzler) (wife), Gaveedra Seven (Shatterstar) (alleged son)",,275
Lucifer Morningstar,/lucifer-morningstar/10-10807/,100,100,85,100,100,95,-,Samael,"Lightbringer, The Mocker, Prince of Darkness, Lord of Hell, Agent of Heaven, Sunlighter, Dread Lord, Mister Lux, Prince of the East Atse'Hashke, Shepherd of Suns, Great Prince, The Adversary, The Devil, Satan",-,"Sandman Vol 2 #4 (April, 1989)",DC Comics,neutral,Male,God / Eternal,5'10 : 178 cm,175 lb : 79 kg,Amber,Blond,-,-,The Presence,-,,580
Luke Cage,/luke-cage/10-269/,80,65,30,95,45,70,Luke Cage,"Luke Cage (MCU), Power Man","Carl Lucas, Power Man, Mark Lucas, Hero for Hire, Ace of Spades","Harlem, New York City",Hero for Hire #1 (1972),Marvel Comics,good,Male,Human,6'6 : 198 cm,425 lb : 191 kg,Brown,Black,"Adventurer, bar owner, bodyguard, mercenary; formerly theater owner, private investigator, various odd jobs",-,"Mighty Avengers (Leader), Defenders, Secret Defenders, Marvel Knights, Weapon X, The Six, Heroes For Hire, Formerly: Avengers, Thunderbolts","Jessica Jones (wife), James Leonard Lucas (father), Esther (mother, deceased), James Jr. (Coldfire, brother), unnamed daughter",,385
Luke Campbell,/luke-campbell/10-1311/,,,,,,,Luke Campbell,No alter egos found.,-,-,-,NBC - Heroes,bad,Male,-,- : 0 cm,- lb : 0 kg,-,-,-,"Newark, NJ",No team connections added yet.,"Unnamed father (estranged), Mary Campbell",,0
Luke Skywalker,/luke-skywalker/10-10447/,85,40,45,25,100,100,Luke Skywalker,"Grand Master Skywalker, Luke Skywalker (Dark Empire)","General Skywalker, Master Luke, Jedi",Tatooine,Star Wars: Episode IV - A New Hope (1977),George Lucas,good,Male,Human,5'6 : 168 cm,170 lb : 77 kg,Blue,Blond,-,-,"Jedi Order (Leader), Jedi Council","Darth Vader (father), Princes Leia (Sister), Yoda (Master), Obi-Wan Kenobi (Master)",,395
Luna,/luna/10-933/,75,10,85,15,55,15,Luna Maximoff,No alter egos found.,-,"Attilan, Blue Area of the Moon",-,Marvel Comics,good,Female,Human,- : 0 cm,- lb : 0 kg,-,-,-,-,No team connections added yet.,"Quicksilver (Pietro Maximoff, father), Magneto (grandfather), Crystal (mother), Scarlet Witch, (aunt), Polaris (aunt)",,255
Lyja,/lyja/10-1017/,70,65,50,60,85,85,Lyja,No alter egos found.,"Alicia Masters, Lyja The Lazerfist, Laura Green",-,"Fantastic Four #265 (as Alicia), Fantastic Four #357 (as Lyja)",Marvel Comics,good,Female,-,- : 0 cm,- lb : 0 kg,Green,Green,Former Skrull Liason Officer,-,No team connections added yet.,"Johnny Storm - Human Torch (ex-husband), Susan Storm - Invisible Woman (ex-sister-in-law)",,415
Mach-IV,/mach-iv/10-370/,90,40,60,85,60,60,Abner Jenkins,No alter egos found.,"Beetle, MACH-I, MACH-II, MACH-III, Matthew","Baltimore, Maryland",(Beetle) Strange Tales #123 (1964); (MACH-I) Incredible Hulk #449 (1997); (MACH-II) Thunderbolts #37 (2000); (MACH-III) Thunderbolts #57 (2001); (MACH-IV) New Thunderbolts #1 (2005),Marvel Comics,bad,Male,-,5'11 : 180 cm,175 lb : 79 kg,Brown,Brown,"Adventurer; former master mechanic, professional criminal, mercenary",-,Thunderbolts,-,,395
Machine Man,/machine-man/10-90/,85,35,35,85,55,65,"X-51, Aaron Stack",No alter egos found.,"Sir McHinery, Mister Machine.Machine Man","Central City, California",First appearance unknown,Marvel Comics,good,-,-,6' : 183 cm,850 lb : 383 kg,Red,Black,Insurance Investigator,"Garvin's Garage, Queens, New York","Avengers West Coast, Wrecking Crew, Formerly: Nextwave","Dr. Able Stack, 'father'",,360
Mad Max,/mad-max/10-12473/,,,,,,,-,No alter egos found.,The Road Warrior,-,-,,good,Male,-,- : 0 cm,- lb : 0 kg,-,-,-,-,No team connections added yet.,-,,0
Magneto,/magneto/10-12/,95,80,30,85,95,80,Erik Magnus Lensherr,No alter egos found.,"The Creator, Erik Magnus Lehnsherr, Michael Xavier, White Pilgrim, Erik the RedThe Master of Magnetism","Unrevealed, probably somewhere in Northern Europe",X-MEN Vol. 1 #1,Marvel Comics,bad,Male,Mutant,6'2 : 188 cm,190 lb : 86 kg,Grey,White,"Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent","Currently unrevealed, formerly Asteroid M; various hidden bases on Earth including one in Antarctica; an island in the Bermuda Triangle; Professor Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","Brotherhood of Evil Mutants (Leader), Brotherhood of Mutants (Leader), Hellfire Club, Formerly: X-Men","Magda (wife, deceased), Anya (daughter, deceased), Pietro Maximoff (Quicksilver, son), Wanda Maximoff (Scarlet Witch, daughter), Lorna Dane (Polaris, daughter), Joseph (clone, deceased), Luna (granddaughter)",,465
Magog,/magog/10-1324/,80,50,25,65,70,75,David Reid,No alter egos found.,-,-,-,DC Comics,good,Male,-,- : 0 cm,- lb : 0 kg,Blue,Blond,-,-,No team connections added yet.,"Franklin Delano Roosevelt (great-grandfather, deceased)",,365
Magus,/magus/10-1297/,95,100,70,100,100,75,-,No alter egos found.,Warlock's Father,Kvch (Technarchy�s home planet),New Mutants #18 (1984),Marvel Comics,bad,Male,-,6'0 : 183 cm,- lb : 0 kg,Black,-,Ruler of the Technarchy,-,No team connections added yet.,"Warlock (son, deceased)",,540
Man of Miracles,/man-of-miracles/10-10889/,100,100,100,100,100,100,-,No alter egos found.,Mother Of Existence,-,Spawn #75,Image Comics,-,-,God / Eternal,- : 0 cm,- lb : 0 kg,Blue,Silver,-,-,No team connections added yet.,-,,600
Man-Bat,/man-bat/10-731/,75,20,50,70,35,30,Robert Kirkland Langstrom,No alter egos found.,Kirk Langstrom,"Chicago, Illinois","Detective Comics #400 (June, 1970)",DC Comics,neutral,Male,Human,- : 0 cm,- lb : 0 kg,Brown,Brown,Zoologist,Gotham City,Formerly: The Society,"Francine Langstrom (wife), Rebecca Elizabeth Langtrom (daughter); Aaron Langstrom (son); Britt Langstrom (sister); Ted Friedel (brother-in-law)",,280
Man-Thing,/man-thing/10-382/,80,35,10,100,100,40,Dr. Theodore Sallis,No alter egos found.,the Vagornus Koth; the Swamp Walker; Mr. Salad; Walking Mulch Heap,-,"Savage Tales #1 (May, 1971)",Marvel Comics,good,Male,-,7'0 : 213 cm,500 lb : 225 kg,Red,No Hair,-,"Man-Thing's Swamp, Citrusville, Florida","Midnight Sons, A.R.M.O.R., Formerly: Thunderbolts",Ellen Brandt (ex-wife) Job Burke (son),Green,365
Man-Wolf,/man-wolf/10-91/,85,45,35,45,45,70,John Jameson,No alter egos found.,"Stargod, Vanwolf, Skywolf","New York, New York","AMAZING SPIDER-MAN #1, (as Man-Wolf) AMAZING SPIDER-MAN #124",Marvel Comics,good,Male,-,6'2 : 188 cm,200 lb : 90 kg,Brown,Auburn,"Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute",Queens,No team connections added yet.,"J. Jonah (father), Joan (mother, deceased), Marla Madison (stepmother), David (paternal grandfather, presumed deceased), Betty (paternal grandmother, presumed deceased)",,325
Mandarin,/mandarin/10-1175/,100,30,25,30,100,95,Khan,No alter egos found.,"Tem Borjigin, Gene Kahn, Master Khan, Zhang Tong, Mandy",China,"Tales of Suspense #50 (February, 1964)",Marvel Comics,bad,Male,Human,6'2 : 188 cm,215 lb : 97 kg,Blue,White,"Would-be conqueror; former janitor, businessman and crimelord, government administrator",Prometheus Corporation; formerly Dragon of Heaven; Palace of the Star Dragon in the Valley of Spirits.,"New Enforcers (Leader), National Force (Leader), Secret Empire (Leader)","Unidentified father, mother, paternal aunt (all deceased). Mei-Ling (fianc�e, deceased), Temujin (son), Genghis Khan (alleged ancestor, deceased)",,380
Mantis,/mantis/10-384/,85,10,35,80,100,80,-,No alter egos found.,"Celestial Madonna, Willow, Lorelei, Mandy Celestine, This One (in referring to herself)",Vietnam,Avengers #112,Marvel Comics,good,Female,Human-Kree,5'6 : 168 cm,115 lb : 52 kg,Green,Black,"Celestial Madonna, former adventuress, former bar-maid/prostitute/exotic dancer",Mobile,"Formerly: Guardians of the Galaxy, Avengers, Avengers, Avengers West Coast","Libra (Gustav Brandt) (father), Lau Brandt (mother), Cotati possessing Jacques Duquesne (husband), Quoi (son)",Green,390
